"TIMESTAMP","RECORD","batt_volt_Min","PTemp","test_uVolt","ablato_mMeter"
"2024-01-17 00:00:00",1877,13.65,-0.393,673403,2774
"2024-01-17 03:00:00",1878,13.43,0.138,673257,2773
"2024-01-17 06:00:00",1879,13.28,-0.181,673328,2774
"2024-01-17 09:00:00",1880,13.17,-0.052,673294,2773
"2024-01-17 12:00:00",1881,13.1,-0.224,673381,2774
"2024-01-17 15:00:00",1882,14.36,-0.904,673426,2774
"2024-01-17 18:00:00",1883,14.15,2.033,673483,2774
"2024-01-17 21:00:00",1884,14.01,0.501,673257,2773
"2024-01-18 00:00:00",1885,13.68,-0.99,673423,2774
"2024-01-18 03:00:00",1886,13.47,-0.244,673385,2774
"2024-01-18 06:00:00",1887,13.3,0.691,673257,2773
"2024-01-18 09:00:00",1888,13.19,0.542,673257,2773
"2024-01-18 12:00:00",1889,13.11,-1.331,673417,2774
"2024-01-18 15:00:00",1890,13.96,-3.213,673601,2775
"2024-01-18 18:00:00",1891,14.39,-3.879,673613,2775
"2024-01-18 21:00:00",1892,13.96,-4.44,673622,2775
"2024-01-19 00:00:00",1893,13.7,-4.679,673656,2775
"2024-01-19 03:00:00",1894,13.51,-4.593,673627,2775
"2024-01-19 06:00:00",1895,13.35,-3.988,673612,2775
"2024-01-19 09:00:00",1896,13.21,-3.256,673601,2775
"2024-01-19 12:00:00",1897,13.11,-3.385,673601,2775
"2024-01-19 15:00:00",1898,14.54,-3.859,673601,2775
"2024-01-19 18:00:00",1899,14.3,-2.72,673555,2775
"2024-01-19 21:00:00",1900,14.01,-2.935,673601,2775
"2024-01-20 00:00:00",1901,13.73,-2.955,673601,2775
"2024-01-20 03:00:00",1902,13.53,-3.193,673601,2775
"2024-01-20 06:00:00",1903,13.36,-3.728,673601,2775
"2024-01-20 09:00:00",1904,13.22,-4.873,673687,2775
"2024-01-20 12:00:00",1905,13.11,-6.972,673201,2773
"2024-01-20 15:00:00",1906,13.7,-8.53,673378,2774
"2024-01-20 18:00:00",1907,14.55,-5.592,673820,2776
"2024-01-20 21:00:00",1908,14.12,-5.133,673685,2775
"2024-01-21 00:00:00",1909,13.83,-9.73,673391,2774
"2024-01-21 03:00:00",1910,13.64,-11.93,673608,2775
"2024-01-21 06:00:00",1911,13.48,-13.56,673497,2774
"2024-01-21 09:00:00",1912,13.33,-14.32,673497,2774
"2024-01-21 12:00:00",1913,13.2,-14.82,673497,2774
"2024-01-21 15:00:00",1914,13.99,-15.39,673612,2775
"2024-01-21 18:00:00",1915,14.59,-10.91,673608,2775
"2024-01-21 21:00:00",1916,14.16,-10.44,673394,2774
"2024-01-22 00:00:00",1917,13.91,-13.76,673497,2774
"2024-01-22 03:00:00",1918,13.73,-14.69,673497,2774
"2024-01-22 06:00:00",1919,13.57,-13.47,673818,2776
"2024-01-22 09:00:00",1920,13.42,-12.24,673609,2775
"2024-01-22 12:00:00",1921,13.28,-11.25,673608,2775
"2024-01-22 15:00:00",1922,14.74,-11.51,673608,2775
"2024-01-22 18:00:00",1923,14.51,-11.09,673608,2775
"2024-01-22 21:00:00",1924,14.15,-9.43,673379,2774
"2024-01-23 00:00:00",1925,13.88,-10.14,673393,2774
"2024-01-23 03:00:00",1926,13.7,-9.73,673379,2774
"2024-01-23 06:00:00",1927,13.53,-9.1,673379,2774
"2024-01-23 09:00:00",1928,13.38,-8.31,673379,2774
"2024-01-23 12:00:00",1929,13.25,-7.815,673304,2773
"2024-01-23 15:00:00",1930,13.16,-7.438,673263,2773
"2024-01-23 18:00:00",1931,13.61,-7.372,673262,2773
"2024-01-23 21:00:00",1932,13.73,-7.86,673322,2774
"2024-01-24 00:00:00",1933,13.55,-10.67,673600,2775
"2024-01-24 03:00:00",1934,13.39,-11.32,673608,2775
"2024-01-24 06:00:00",1935,13.25,-13.49,673665,2775
"2024-01-24 09:00:00",1936,13.12,-14.2,673497,2774
"2024-01-24 12:00:00",1937,13.02,-12.65,673699,2775
"2024-01-24 15:00:00",1938,13.04,-13.3,673457,2774
"2024-01-24 18:00:00",1939,13.59,-10.81,673589,2775
"2024-01-24 21:00:00",1940,13.72,-12.08,673608,2775
"2024-01-25 00:00:00",1941,13.55,-15.55,673619,2775
"2024-01-25 03:00:00",1942,13.39,-17.62,673500,2774
"2024-01-25 06:00:00",1943,13.24,-18.34,673510,2774
"2024-01-25 09:00:00",1944,13.1,-19.33,673615,2775
"2024-01-25 12:00:00",1945,12.99,-19.78,673618,2775
"2024-01-25 15:00:00",1946,12.97,-20,673642,2775
"2024-01-25 18:00:00",1947,13.77,-16.52,673272,2773
"2024-01-25 21:00:00",1948,13.8,-16.28,673298,2773
"2024-01-26 00:00:00",1949,13.62,-20.37,673730,2775
"2024-01-26 03:00:00",1950,13.46,-21.92,673477,2774
"2024-01-26 06:00:00",1951,13.31,-19.27,673616,2775
"2024-01-26 09:00:00",1952,13.17,-19.22,673615,2775
"2024-01-26 12:00:00",1953,13.04,-20.25,673708,2775
"2024-01-26 15:00:00",1954,13.1,-20.37,673730,2775
"2024-01-26 18:00:00",1955,14.73,-14.72,673498,2774
"2024-01-26 21:00:00",1956,14.03,-14.3,673497,2774
"2024-01-27 00:00:00",1957,13.8,-18.91,673615,2775
"2024-01-27 03:00:00",1958,13.64,-20.23,673730,2775
"2024-01-27 06:00:00",1959,13.49,-20.98,673731,2775
"2024-01-27 09:00:00",1960,13.33,-21.77,673405,2774
"2024-01-27 12:00:00",1961,13.19,-22.22,673504,2774
"2024-01-27 15:00:00",1962,13.27,-22.25,673503,2774
"2024-01-27 18:00:00",1963,14.56,-18.78,673561,2775
"2024-01-27 21:00:00",1964,14.1,-17.83,673405,2774
"2024-01-28 00:00:00",1965,13.85,-19.05,673600,2775
"2024-01-28 03:00:00",1966,13.69,-19.72,673616,2775
"2024-01-28 06:00:00",1967,13.53,-20.54,673730,2775
"2024-01-28 09:00:00",1968,13.38,-21.56,673410,2774
"2024-01-28 12:00:00",1969,13.23,-22.22,673489,2774
"2024-01-28 15:00:00",1970,13.42,-22.52,673548,2774
"2024-01-28 18:00:00",1971,14.86,-17.94,673474,2774
"2024-01-28 21:00:00",1972,14.19,-17.67,673384,2774
"2024-01-29 00:00:00",1973,13.91,-22.83,673277,2773
"2024-01-29 03:00:00",1974,13.74,-24.69,673481,2774
"2024-01-29 06:00:00",1975,13.59,-25.66,673507,2774
"2024-01-29 09:00:00",1976,13.44,-24.31,673391,2774
"2024-01-29 12:00:00",1977,13.29,-24.05,673308,2773
"2024-01-29 15:00:00",1978,13.78,-21.92,673394,2774
"2024-01-29 18:00:00",1979,14.82,-17.72,673459,2774
"2024-01-29 21:00:00",1980,14.49,-16.11,673270,2773
"2024-01-30 00:00:00",1981,13.94,-19.41,673615,2775
"2024-01-30 03:00:00",1982,13.77,-21.27,673391,2774
"2024-01-30 06:00:00",1983,13.62,-21.35,673397,2774
"2024-01-30 09:00:00",1984,13.47,-21.86,673398,2774
"2024-01-30 12:00:00",1985,13.32,-22.43,673217,2773
"2024-01-30 15:00:00",1986,14.95,-22.52,673437,2774
"2024-01-30 18:00:00",1987,14.72,-19.08,673616,2775
"2024-01-30 21:00:00",1988,14.74,-18.29,673500,2774
"2024-01-31 00:00:00",1989,13.97,-19.27,673615,2775
"2024-01-31 03:00:00",1990,13.81,-18.37,673500,2774
"2024-01-31 06:00:00",1991,13.65,-16.49,673270,2773
"2024-01-31 09:00:00",1992,13.5,-15.49,673264,2773
"2024-01-31 12:00:00",1993,13.36,-13.93,673497,2774
"2024-01-31 15:00:00",1994,13.24,-11.07,673608,2775
"2024-01-31 18:00:00",1995,13.47,-8.55,673379,2774
"2024-01-31 21:00:00",1996,13.5,-5.678,673441,2774
"2024-02-01 00:00:00",1997,13.34,-5.178,673702,2775
"2024-02-01 03:00:00",1998,13.21,-5.592,673148,2773
"2024-02-01 06:00:00",1999,13.09,-5.874,673148,2773
"2024-02-01 09:00:00",2000,13.01,-6.378,673148,2773
"2024-02-01 12:00:00",2001,12.96,-6.907,673177,2773
"2024-02-01 15:00:00",2002,12.93,-7.35,673258,2773
"2024-02-01 18:00:00",2003,12.92,-7.659,673280,2773
"2024-02-01 21:00:00",2004,12.91,-7.905,673369,2774
"2024-02-02 00:00:00",2005,12.91,-8.35,673378,2774
"2024-02-02 03:00:00",2006,12.9,-8.94,673378,2774
"2024-02-02 06:00:00",2007,12.9,-9.46,673378,2774
"2024-02-02 09:00:00",2008,12.89,-9.94,673380,2774
"2024-02-02 12:00:00",2009,12.89,-10.4,673500,2774
"2024-02-02 15:00:00",2010,12.89,-10.79,673603,2775
"2024-02-02 18:00:00",2011,12.88,-11.04,673608,2775
"2024-02-02 21:00:00",2012,12.88,-11.23,673608,2775
"2024-02-03 00:00:00",2013,12.88,-11.42,673608,2775
"2024-02-03 03:00:00",2014,12.88,-11.58,673608,2775
"2024-02-03 06:00:00",2015,12.88,-11.65,673608,2775
"2024-02-03 09:00:00",2016,12.88,-11.84,673608,2775
"2024-02-03 12:00:00",2017,12.88,-12.17,673608,2775
"2024-02-03 15:00:00",2018,12.88,-12.6,673692,2775
"2024-02-03 18:00:00",2019,12.9,-12.96,673802,2776
"2024-02-03 21:00:00",2020,12.88,-13.1,673814,2776
"2024-02-04 00:00:00",2021,12.88,-13.27,673787,2776
"2024-02-04 03:00:00",2022,12.88,-13.47,673804,2776
"2024-02-04 06:00:00",2023,12.88,-13.71,673838,2776
"2024-02-04 09:00:00",2024,12.88,-14,673838,2776
"2024-02-04 12:00:00",2025,12.88,-14.25,673838,2776
"2024-02-04 15:00:00",2026,12.88,-14.47,673838,2776
"2024-02-04 18:00:00",2027,12.89,-14.47,673838,2776
"2024-02-04 21:00:00",2028,12.88,-14.4,673838,2776
"2024-02-05 00:00:00",2029,12.88,-14.4,673838,2776
"2024-02-05 03:00:00",2030,12.88,-14.47,673838,2776
"2024-02-05 06:00:00",2031,12.88,-14.62,673838,2776
"2024-02-05 09:00:00",2032,12.87,-14.79,673838,2776
"2024-02-05 12:00:00",2033,12.88,-15.02,673838,2776
"2024-02-05 15:00:00",2034,12.87,-15.17,673850,2776
"2024-02-05 18:00:00",2035,12.9,-15.12,673839,2776
"2024-02-05 21:00:00",2036,12.88,-14.87,673839,2776
"2024-02-06 00:00:00",2037,12.88,-14.69,673839,2776
"2024-02-06 03:00:00",2038,12.88,-14.67,673839,2776
"2024-02-06 06:00:00",2039,12.88,-14.67,673839,2776
"2024-02-06 09:00:00",2040,12.88,-14.67,673839,2776
"2024-02-06 12:00:00",2041,12.88,-14.72,673839,2776
"2024-02-06 15:00:00",2042,12.88,-14.74,673839,2776
"2024-02-06 18:00:00",2043,12.91,-14.57,673839,2776
"2024-02-06 21:00:00",2044,12.89,-14.25,673839,2776
"2024-02-07 00:00:00",2045,12.88,-14.03,673839,2776
"2024-02-07 03:00:00",2046,12.88,-13.78,673829,2776
"2024-02-07 06:00:00",2047,12.88,-13.47,673821,2776
"2024-02-07 09:00:00",2048,12.89,-13.08,673813,2776
"2024-02-07 12:00:00",2049,12.88,-12.67,673704,2775
"2024-02-07 15:00:00",2050,12.89,-12.29,673610,2775
"2024-02-07 18:00:00",2051,12.91,-11.82,673608,2775
"2024-02-07 21:00:00",2052,12.9,-11.3,674121,2777
"2024-02-08 00:00:00",2053,12.89,-11.14,674291,2778
"2024-02-08 03:00:00",2054,12.9,-11.07,674291,2778
"2024-02-08 06:00:00",2055,12.9,-10.93,674291,2778
"2024-02-08 09:00:00",2056,12.9,-10.79,674265,2778
"2024-02-08 12:00:00",2057,12.9,-10.63,674221,2777
"2024-02-08 15:00:00",2058,12.9,-10.35,674131,2777
"2024-02-08 18:00:00",2059,12.92,-9.94,674061,2777
"2024-02-08 21:00:00",2060,12.91,-9.53,674061,2777
"2024-02-09 00:00:00",2061,12.91,-9.32,674061,2777
"2024-02-09 03:00:00",2062,12.91,-9.43,674061,2777
"2024-02-09 06:00:00",2063,12.91,-9.75,674061,2777
"2024-02-09 09:00:00",2064,12.9,-10.21,674091,2777
"2024-02-09 12:00:00",2065,12.9,-10.63,674223,2777
"2024-02-09 15:00:00",2066,12.91,-11,674287,2778
"2024-02-09 18:00:00",2067,12.93,-11.14,674291,2778
"2024-02-09 21:00:00",2068,12.91,-11.14,674291,2778
"2024-02-10 00:00:00",2069,12.9,-11.16,674291,2778
"2024-02-10 03:00:00",2070,12.9,-11.25,674291,2778
"2024-02-10 06:00:00",2071,12.89,-11.28,674291,2778
"2024-02-10 09:00:00",2072,12.89,-11.23,674291,2778
"2024-02-10 12:00:00",2073,12.89,-11.21,674291,2778
"2024-02-10 15:00:00",2074,12.89,-11.14,674291,2778
"2024-02-10 18:00:00",2075,12.94,-10.86,674288,2778
"2024-02-10 21:00:00",2076,12.91,-10.51,674182,2777
"2024-02-11 00:00:00",2077,12.9,-10.49,674152,2777
"2024-02-11 03:00:00",2078,12.9,-10.65,674204,2777
"2024-02-11 06:00:00",2079,12.89,-11.11,674291,2778
"2024-02-11 09:00:00",2080,12.89,-11.79,674120,2777
"2024-02-11 12:00:00",2081,12.89,-12.46,674325,2778
"2024-02-11 15:00:00",2082,12.9,-13.03,673793,2776
"2024-02-11 18:00:00",2083,12.98,-13.2,674001,2776
"2024-02-11 21:00:00",2084,12.93,-13.01,673971,2776
"2024-02-12 00:00:00",2085,12.9,-12.98,673783,2776
"2024-02-12 03:00:00",2086,12.89,-13.08,673984,2776
"2024-02-12 06:00:00",2087,12.89,-13.1,673943,2776
"2024-02-12 09:00:00",2088,12.89,-12.93,673930,2776
"2024-02-12 12:00:00",2089,12.88,-12.62,674005,2776
"2024-02-12 15:00:00",2090,12.89,-12.29,674291,2778
"2024-02-12 18:00:00",2091,12.95,-11.72,674291,2778
"2024-02-12 21:00:00",2092,12.92,-11.02,674291,2778
"2024-02-13 00:00:00",2093,12.89,-10.56,674192,2777
"2024-02-13 03:00:00",2094,12.89,-10.1,674063,2777
"2024-02-13 06:00:00",2095,12.89,-9.62,674061,2777
"2024-02-13 09:00:00",2096,12.89,-9.12,674061,2777
"2024-02-13 12:00:00",2097,12.9,-8.62,674061,2777
"2024-02-13 15:00:00",2098,12.9,-8.11,674061,2777
"2024-02-13 18:00:00",2099,12.94,-7.505,673946,2776
"2024-02-13 21:00:00",2100,12.91,-6.929,673837,2776
"2024-02-14 00:00:00",2101,12.9,-6.665,673831,2776
"2024-02-14 03:00:00",2102,12.9,-6.577,673831,2776
"2024-02-14 06:00:00",2103,12.91,-6.554,673831,2776
"2024-02-14 09:00:00",2104,12.91,-6.554,673831,2776
"2024-02-14 12:00:00",2105,12.91,-6.642,673831,2776
"2024-02-14 15:00:00",2106,12.91,-6.688,673831,2776
"2024-02-14 18:00:00",2107,12.94,-6.466,673831,2776
"2024-02-14 21:00:00",2108,12.91,-6.224,673831,2776
"2024-02-15 00:00:00",2109,12.91,-6.292,673831,2776
"2024-02-15 03:00:00",2110,12.91,-6.577,673831,2776
"2024-02-15 06:00:00",2111,12.9,-6.665,673831,2776
"2024-02-15 09:00:00",2112,12.9,-6.446,673831,2776
"2024-02-15 12:00:00",2113,12.91,-5.897,674172,2777
"2024-02-15 15:00:00",2114,13.12,-5.657,674165,2777
"2024-02-15 18:00:00",2115,14.29,-4.808,674334,2778
"2024-02-15 21:00:00",2116,13.33,-4.831,674168,2777
"2024-02-16 00:00:00",2117,13.22,-5.199,674056,2777
"2024-02-16 03:00:00",2118,13.16,-5.178,673715,2775
"2024-02-16 06:00:00",2119,13.12,-4.788,673660,2775
"2024-02-16 09:00:00",2120,13.08,-4.376,673286,2773
"2024-02-16 12:00:00",2121,13.04,-4.202,673463,2774
"2024-02-16 15:00:00",2122,13.01,-3.965,673613,2775
"2024-02-16 18:00:00",2123,13.04,-3.708,673601,2775
"2024-02-16 21:00:00",2124,13.03,-3.385,673601,2775
"2024-02-17 00:00:00",2125,12.97,-3.556,673601,2775
"2024-02-17 03:00:00",2126,12.95,-3.493,673601,2775
"2024-02-17 06:00:00",2127,12.94,-3.47,673601,2775
"2024-02-17 09:00:00",2128,12.94,-2.912,673594,2775
"2024-02-17 12:00:00",2129,12.93,-2.271,673486,2774
"2024-02-17 15:00:00",2130,14.22,-1.5,673480,2774
"2024-02-17 18:00:00",2131,14.1,1.224,673257,2773
"2024-02-17 21:00:00",2132,14.14,1.927,673143,2773
"2024-02-18 00:00:00",2133,13.42,1.672,673159,2773
"2024-02-18 03:00:00",2134,13.29,0.926,673257,2773
"2024-02-18 06:00:00",2135,13.24,0.565,673257,2773
"2024-02-18 09:00:00",2136,13.21,0.926,673257,2773
"2024-02-18 12:00:00",2137,13.19,0.883,673257,2773
"2024-02-18 15:00:00",2138,14.13,1.649,673169,2773
"2024-02-18 18:00:00",2139,14.08,3.42,673028,2772
"2024-02-18 21:00:00",2140,14.22,4.342,673368,2774
"2024-02-19 00:00:00",2141,13.56,2.523,673129,2773
"2024-02-19 03:00:00",2142,13.32,2.268,673142,2773
"2024-02-19 06:00:00",2143,13.23,1.649,673153,2773
"2024-02-19 09:00:00",2144,13.19,1.032,673257,2773
"2024-02-19 12:00:00",2145,13.16,1.629,673163,2773
"2024-02-19 15:00:00",2146,14.24,0.863,673257,2773
"2024-02-19 18:00:00",2147,14.12,2.438,673142,2773
"2024-02-19 21:00:00",2148,14.3,2.311,673139,2773
"2024-02-20 00:00:00",2149,13.66,0.757,673257,2773
"2024-02-20 03:00:00",2150,13.4,-0.287,673378,2774
"2024-02-20 06:00:00",2151,13.26,-2.677,673571,2775
"2024-02-20 09:00:00",2152,13.18,-3.213,673260,2773
"2024-02-20 12:00:00",2153,13.13,-2.698,673530,2774
"2024-02-20 15:00:00",2154,14.21,-1.076,673420,2774
"2024-02-20 18:00:00",2155,14.21,1.267,673257,2773
"2024-02-20 21:00:00",2156,14.23,2.203,673132,2773
"2024-02-21 00:00:00",2157,13.81,-0.393,673380,2774
"2024-02-21 03:00:00",2158,13.53,-1.417,673457,2774
"2024-02-21 06:00:00",2159,13.34,-1.437,673436,2774
"2024-02-21 09:00:00",2160,13.22,-1.268,673422,2774
"2024-02-21 12:00:00",2161,13.15,-1.245,673439,2774
"2024-02-21 15:00:00",2162,14.26,-1.48,673452,2774
"2024-02-21 18:00:00",2163,14.1,6.416,673139,2773
"2024-02-21 21:00:00",2164,14.33,6.766,673479,2774
"2024-02-22 00:00:00",2165,13.83,-0.692,673397,2774
"2024-02-22 03:00:00",2166,13.56,-2.442,673538,2774
"2024-02-22 06:00:00",2167,13.37,-4.311,673289,2773
"2024-02-22 09:00:00",2168,13.24,-5.788,673148,2773
"2024-02-22 12:00:00",2169,13.15,-6.423,673148,2773
"2024-02-22 15:00:00",2170,13.52,-6.642,673170,2773
"2024-02-22 18:00:00",2171,14.47,-6.224,673149,2773
"2024-02-22 21:00:00",2172,14.22,-6.688,673169,2773
"2024-02-23 00:00:00",2173,13.85,-8.19,673378,2774
"2024-02-23 03:00:00",2174,13.63,-9.98,673391,2774
"2024-02-23 06:00:00",2175,13.45,-11.56,673438,2774
"2024-02-23 09:00:00",2176,13.3,-12.81,673469,2774
"2024-02-23 12:00:00",2177,13.18,-13.61,673495,2774
"2024-02-23 15:00:00",2178,14.56,-11.63,673447,2774
"2024-02-23 18:00:00",2179,14.46,-3.041,673602,2775
"2024-02-23 21:00:00",2180,14.26,-2.291,673486,2774
"2024-02-24 00:00:00",2181,13.91,-9.48,673378,2774
"2024-02-24 03:00:00",2182,13.7,-12.12,673282,2773
"2024-02-24 06:00:00",2183,13.52,-12.5,673341,2774
"2024-02-24 09:00:00",2184,13.37,-12.43,673348,2774
"2024-02-24 12:00:00",2185,13.23,-11.09,673608,2775
"2024-02-24 15:00:00",2186,14.55,-8.13,673379,2774
"2024-02-24 18:00:00",2187,14.35,-4.462,673279,2773
"2024-02-24 21:00:00",2188,14.55,-3.213,673601,2775
"2024-02-25 00:00:00",2189,13.9,-3.988,673616,2775
"2024-02-25 03:00:00",2190,13.66,-3.665,673260,2773
"2024-02-25 06:00:00",2191,13.48,-2.935,673414,2774
"2024-02-25 09:00:00",2192,13.32,-2.42,673486,2774
"2024-02-25 12:00:00",2193,13.2,-1.907,673486,2774
"2024-02-25 15:00:00",2194,13.27,-1.735,673486,2774
"2024-02-25 18:00:00",2195,13.46,-1.48,673465,2774
"2024-02-25 21:00:00",2196,13.54,-0.734,673440,2774
"2024-02-26 00:00:00",2197,13.35,-0.563,673406,2774
"2024-02-26 03:00:00",2198,13.22,-0.542,673428,2774
"2024-02-26 06:00:00",2199,13.13,-0.692,673431,2774
"2024-02-26 09:00:00",2200,13.08,-1.586,673478,2774
"2024-02-26 12:00:00",2201,13.06,-2.955,673601,2775
"2024-02-26 15:00:00",2202,13.16,-3.536,673601,2775
"2024-02-26 18:00:00",2203,13.65,-2.935,673599,2775
"2024-02-26 21:00:00",2204,13.8,-3.107,673601,2775
"2024-02-27 00:00:00",2205,13.55,-4.182,673620,2775
"2024-02-27 03:00:00",2206,13.36,-5.526,673105,2773
"2024-02-27 06:00:00",2207,13.22,-6.532,673148,2773
"2024-02-27 09:00:00",2208,13.11,-6.665,673148,2773
"2024-02-27 12:00:00",2209,13.05,-7.106,673170,2773
"2024-02-27 15:00:00",2210,13.23,-7.526,673263,2773
"2024-02-27 18:00:00",2211,13.82,-6.073,673149,2773
"2024-02-27 21:00:00",2212,13.88,-4.939,673529,2774
"2024-02-28 00:00:00",2213,13.63,-5.221,673374,2774
"2024-02-28 03:00:00",2214,13.44,-5.743,673148,2773
"2024-02-28 06:00:00",2215,13.29,-5.831,673148,2773
"2024-02-28 09:00:00",2216,13.16,-5.7,673148,2773
"2024-02-28 12:00:00",2217,13.07,-5.569,673138,2773
"2024-02-28 15:00:00",2218,13.08,-5.569,673306,2773
"2024-02-28 18:00:00",2219,13.3,-5.156,673201,2773
"2024-02-28 21:00:00",2220,13.47,-4.593,673623,2775
"2024-02-29 00:00:00",2221,13.27,-5.07,673202,2773
"2024-02-29 03:00:00",2222,13.14,-6.313,673148,2773
"2024-02-29 06:00:00",2223,13.05,-7.815,673323,2774
"2024-02-29 09:00:00",2224,13.01,-8.87,673378,2774
"2024-02-29 12:00:00",2225,12.99,-9.32,673378,2774
"2024-02-29 15:00:00",2226,13.09,-9.43,673378,2774
"2024-02-29 18:00:00",2227,13.45,-8.4,673378,2774
"2024-02-29 21:00:00",2228,13.47,-7.35,673247,2773
"2024-03-01 00:00:00",2229,13.28,-7.151,673186,2773
"2024-03-01 03:00:00",2230,13.14,-6.708,673149,2773
"2024-03-01 06:00:00",2231,13.05,-6.028,673149,2773
"2024-03-01 09:00:00",2232,13,-4.939,673519,2774
"2024-03-01 12:00:00",2233,12.99,-3.751,673601,2775
"2024-03-01 15:00:00",2234,13.15,-3.107,673431,2774
"2024-03-01 18:00:00",2235,13.53,-2.549,673495,2774
"2024-03-01 21:00:00",2236,13.67,-2.483,673487,2774
"2024-03-02 00:00:00",2237,13.44,-2.784,673562,2775
"2024-03-02 03:00:00",2238,13.26,-3.17,673431,2774
"2024-03-02 06:00:00",2239,13.14,-3.342,673601,2775
"2024-03-02 09:00:00",2240,13.05,-4.182,673468,2774
"2024-03-02 12:00:00",2241,13.01,-4.485,673279,2773
"2024-03-02 15:00:00",2242,14.44,-4.896,673030,2772
"2024-03-02 18:00:00",2243,14.37,-3.47,673431,2774
"2024-03-02 21:00:00",2244,14.25,-2.955,673526,2774
"2024-03-03 00:00:00",2245,13.86,-7.261,673249,2773
"2024-03-03 03:00:00",2246,13.63,-9.23,673378,2774
"2024-03-03 06:00:00",2247,13.45,-9.46,673378,2774
"2024-03-03 09:00:00",2248,13.3,-9.71,673378,2774
"2024-03-03 12:00:00",2249,13.17,-10.6,673518,2774
"2024-03-03 15:00:00",2250,13.63,-10.1,673394,2774
"2024-03-03 18:00:00",2251,14.42,-7.815,673289,2773
"2024-03-03 21:00:00",2252,14.34,-8.15,673334,2774
"2024-03-04 00:00:00",2253,13.92,-10.05,673378,2774
"2024-03-04 03:00:00",2254,13.7,-11.63,673608,2775
"2024-03-04 06:00:00",2255,13.52,-11.72,673438,2774
"2024-03-04 09:00:00",2256,13.36,-11.44,673608,2775
"2024-03-04 12:00:00",2257,13.23,-11.63,673267,2773
"2024-03-04 15:00:00",2258,14.45,-10.4,673569,2775
"2024-03-04 18:00:00",2259,14.51,-6.093,673149,2773
"2024-03-04 21:00:00",2260,14.25,-7.017,673148,2773
"2024-03-05 00:00:00",2261,13.97,-9.91,673378,2774
"2024-03-05 03:00:00",2262,13.75,-10.4,673416,2774
"2024-03-05 06:00:00",2263,13.57,-11.37,673608,2775
"2024-03-05 09:00:00",2264,13.41,-11.91,673438,2774
"2024-03-05 12:00:00",2265,13.27,-12.05,673438,2774
"2024-03-05 15:00:00",2266,14.36,-10.07,673405,2774
"2024-03-05 18:00:00",2267,14.45,-5.809,673149,2773
"2024-03-05 21:00:00",2268,14.58,-4.505,673448,2774
"2024-03-06 00:00:00",2269,13.96,-7.171,673167,2773
"2024-03-06 03:00:00",2270,13.73,-8.69,673378,2774
"2024-03-06 06:00:00",2271,13.55,-10.7,673541,2774
"2024-03-06 09:00:00",2272,13.39,-11.75,673267,2773
"2024-03-06 12:00:00",2273,13.26,-12.01,673267,2773
"2024-03-06 15:00:00",2274,14.6,-10.91,673608,2775
"2024-03-06 18:00:00",2275,14.37,-6.159,673149,2773
"2024-03-06 21:00:00",2276,14.39,-4.202,673619,2775
"2024-03-07 00:00:00",2277,13.93,-5.526,673056,2772
"2024-03-07 03:00:00",2278,13.71,-6.27,673148,2773
"2024-03-07 06:00:00",2279,13.53,-6.907,673149,2773
"2024-03-07 09:00:00",2280,13.37,-6.995,673166,2773
"2024-03-07 12:00:00",2281,13.23,-6.952,673153,2773
"2024-03-07 15:00:00",2282,13.59,-6.446,673149,2773
"2024-03-07 18:00:00",2283,14.38,-4.548,673105,2773
"2024-03-07 21:00:00",2284,14.24,-3.816,673601,2775
"2024-03-08 00:00:00",2285,13.87,-4.699,672987,2772
"2024-03-08 03:00:00",2286,13.65,-4.051,673474,2774
"2024-03-08 06:00:00",2287,13.48,-3.879,673276,2773
"2024-03-08 09:00:00",2288,13.32,-4.462,673271,2773
"2024-03-08 12:00:00",2289,13.21,-5.025,673026,2772
"2024-03-08 15:00:00",2290,14.44,-4.397,673003,2772
"2024-03-08 18:00:00",2291,14.14,0.458,673277,2773
"2024-03-08 21:00:00",2292,14.34,-0.201,673341,2774
"2024-03-09 00:00:00",2293,13.94,-4.051,673487,2774
"2024-03-09 03:00:00",2294,13.71,-5.547,673140,2773
"2024-03-09 06:00:00",2295,13.53,-8.02,673347,2774
"2024-03-09 09:00:00",2296,13.37,-10.19,673380,2774
"2024-03-09 12:00:00",2297,13.27,-8.78,673379,2774
"2024-03-09 15:00:00",2298,14.49,-7.35,673261,2773
"2024-03-09 18:00:00",2299,14.22,-2.506,673577,2775
"2024-03-09 21:00:00",2300,14.3,-1.202,673405,2774
"2024-03-10 00:00:00",2301,13.98,-5.133,673027,2772
"2024-03-10 03:00:00",2302,13.75,-6.884,673176,2773
"2024-03-10 06:00:00",2303,13.57,-7.151,673189,2773
"2024-03-10 09:00:00",2304,13.41,-7.261,673244,2773
"2024-03-10 12:00:00",2305,13.3,-8.55,673378,2774
"2024-03-10 15:00:00",2306,14.32,-5.287,673149,2773
"2024-03-10 18:00:00",2307,14.19,-1.887,673486,2774
"2024-03-10 21:00:00",2308,14.24,-0.692,673393,2774
"2024-03-11 00:00:00",2309,13.99,-4.853,672993,2772
"2024-03-11 03:00:00",2310,13.75,-7.083,673239,2773
"2024-03-11 06:00:00",2311,13.57,-8.08,673378,2774
"2024-03-11 09:00:00",2312,13.42,-8.08,673369,2774
"2024-03-11 12:00:00",2313,13.36,-6.224,673149,2773
